,dnu,nmax,epsilon,k,A,w,phi,tau
0,6.248571928066079,11.156131756443374,0.08073761903773106,0.031202822740462748,1.7189843884125249,2.3356550643506,2.064199937536811,2.8018995670400915
1,6.238130036949805,11.150839007693369,0.09891728700348232,0.030291825312039933,1.9817332033108974,2.3112416061737036,2.085563342579456,2.85418200975209
2,6.248874563753414,11.275224382133528,0.07823107720620218,0.03077136815994515,2.821274404501601,2.2343824649885526,2.8343044176731675,2.5907129445858623
3,6.246800927600848,11.356281699885061,0.08341355554986087,0.029669878605072728,2.517483008560887,2.2022627861215454,2.9464473709074204,2.7584648407112704
4,6.250617268135201,11.407325930710323,0.0768156449468161,0.029395851973710082,1.2198323782244487,2.2944327536313436,2.1800847734907896,2.9353285600338928
5,6.243924067753304,11.158179133010222,0.08962910441438462,0.029957296145060985,1.345594494616699,2.1931398063208483,3.1106521258777997,3.209794884682668
6,6.246094751611407,11.21072049779564,0.08528937548979122,0.03038121119180626,1.3413114281439342,2.303350679187014,1.9933197056541498,3.01079993704669
7,6.236427967086555,11.043738563991049,0.10078364310665631,0.03162612159865673,1.7699473962388972,2.2225770414107657,2.6811813245076888,2.973414683168348
8,6.238285688938311,11.081215588390878,0.09948679702426623,0.030436759170385477,1.563229165236613,2.212746336474058,2.941814669082529,3.2053507553073306
9,6.244154518217052,11.30760055986142,0.08649407628545452,0.03078765944421191,1.7114261746830506,2.215335013914813,2.769835890235714,2.877632758617172
10,6.241914692576635,11.245336410892813,0.09379208590120555,0.02959667863199092,1.6923291102950733,2.2147690918486287,2.940466119361906,3.0655102655865827
11,6.252024158853454,11.3935605763861,0.07408954945378277,0.030103376425496497,1.3598003327233814,2.2210082037924233,2.7983071230053076,3.29626034028649
12,6.245101364914639,11.184730919270736,0.08657203703994557,0.030830505601286248,0.982844154743276,2.194624285347689,3.0545804247570665,3.5610629026006286
13,6.2442540897828644,11.174041446395629,0.08733023905123417,0.029758864632619248,1.3069698711892241,2.2170674148912584,3.0623724948142605,3.2821905507911193
14,6.256977629875125,11.478049456995844,0.06418839997028392,0.03014968037892037,1.9078994458991236,2.258648535950649,2.5467789394814897,3.146928394642018
15,6.245232033282364,11.115069620379737,0.08753781352432848,0.03034692805976565,1.2824900423665895,2.1998898240903286,2.966371500196992,3.0560230482743127
16,6.241010953710432,11.132098007535802,0.09433662878898705,0.030783638119760464,1.7218730003666423,2.362068825779397,1.5172425496098194,2.51116753962911
17,6.246787553526325,11.139849198261492,0.08428801117640769,0.030749021857980265,1.403160767044089,2.2256015845955575,2.7975427416097327,3.2362204393970484
18,6.246441643917032,11.312846707743626,0.08273363017393148,0.030847160638780177,1.373867651465503,2.2536558520595444,2.602825417646997,3.239335697673925
19,6.245836991513278,11.190893402042027,0.08574160809127651,0.031015044223042534,1.5515859765163889,2.2836320137231074,2.3655276250532813,2.8974702920709015
20,6.247409274253773,11.15821710110497,0.08294917624108784,0.03092532628774402,1.6628907413898684,2.2023672181267284,2.9368982057105963,2.911281183999947
21,6.24920903682873,11.36003794894503,0.07968458024424294,0.030364382894993033,1.877025233375264,2.420249882998321,1.196949912525235,2.7992900875936524
22,6.252032613785018,11.402211416058197,0.07181107525977688,0.029579208267969965,1.5476354576157343,2.2139121186821247,2.7605667769997195,3.1489565260637744
23,6.243296722532408,11.24811751876538,0.08873414727170433,0.03051243514459047,1.6183797670751194,2.217576281811168,2.953638549395773,2.7969258655665614
24,6.244218294322906,11.114816867302975,0.08746309049842411,0.03054819456861471,1.4855846571105602,2.243287064547985,2.8112225213573554,3.21909883835354
25,6.243770918897666,11.112098349466367,0.08919460843717175,0.03054528373172651,1.9968852942493782,2.227014694661029,2.9717739441679853,2.97914965153485
26,6.236938358370527,11.085044213236037,0.10028824429146985,0.03017171590832054,1.414049731041163,2.3026922111242794,2.2836477528005155,3.096518372428543
27,6.245500657539087,11.291217071291404,0.08393794277619304,0.03003856489757428,1.1967601242787258,2.22447631594381,2.9842842650024926,3.2877452548329544
28,6.246723441234065,11.222066591574556,0.08432807930394173,0.029779359176276134,0.8739906368640354,2.23590954986423,2.82219608974581,3.817526778717814
29,6.240019112211956,11.048479771870127,0.09635585399316626,0.030699500086871907,0.8207320884704946,2.2391438282248566,2.588940009973707,3.4870925181687795
30,6.254537708002319,11.273305091537278,0.0703549898123862,0.030224525085083283,2.2879999689325583,2.2399281208063617,2.9056378173284543,2.7452366659227176
31,6.23201795287767,10.994709068052854,0.10934244554124613,0.03052740393947276,2.348908807883876,2.1823739606135213,3.113624363758543,2.7079086084185366
32,6.244687175192163,11.207133207075142,0.08681777636536,0.02962812752521261,0.8759763178749769,2.2602928726135723,2.1738228322295763,3.521298554821996
33,6.252769370864351,11.261694641499993,0.07273633149602111,0.030900506005919814,1.5763489285319081,2.280186698151692,2.2723393183543052,3.0654787420650633
34,6.250202210808131,11.447093240629801,0.07533020580357606,0.029470474110031036,1.4344276141626877,2.2008893863280297,3.0612561997370484,3.2384526386690697
35,6.248814124003075,11.2584292830646,0.07839976194612772,0.03136423640609363,1.9341031157896633,2.2367921168112788,2.763052899811542,2.895124583846713
36,6.245502565604363,11.34198219005714,0.08454903829290997,0.029949031348732332,1.986504843022091,2.323145670258665,1.9685892915168042,3.0749440635234584
37,6.252770175685104,11.41854802187424,0.07072000459706197,0.030169789277515485,2.1117511730914598,2.2979375181516497,2.3464451771438224,2.8791779979792382
38,6.255994154215589,11.287265361141477,0.06724687733052413,0.031022372961745502,2.3922998211303637,2.222625576283548,2.9768410084583685,2.666408592018107
39,6.246837324293508,11.199617503072753,0.08237547364721055,0.030322402593987736,1.5262834428308503,2.346651324303673,1.8096220643410597,3.251703380713935
40,6.243726539735582,11.216041663679732,0.08917393592164198,0.030202900398225815,1.6146088494593434,2.1968145764113522,3.0794001382846368,3.1572879166566294
41,6.2532481976820495,11.272848723803262,0.0715769045846976,0.030525104366905472,1.2931205107929777,2.208698721833235,3.08354430182255,3.234068050922437
42,6.2475859636271025,11.356085068180453,0.08230322318220214,0.029798020289611482,1.1770490799096491,2.2196835920383498,2.77977070043437,3.3216976336895265
43,6.25166561704285,11.208097942411271,0.07523462992885725,0.03035584242275609,1.3937300521157405,2.254056337601551,2.6904321475298962,3.0828869158433005
44,6.254143900499258,11.304190217376556,0.06909911252957507,0.029976167354923103,2.2213601281261535,2.2566056350282353,2.545873368640521,2.6290825590853677
45,6.245900365965495,11.192286011016568,0.08483644717753656,0.03031067733798154,1.6389982295455408,2.228234171752656,2.8818293148884564,2.881047955677426
46,6.250661709788536,11.362420444645785,0.0753069605330384,0.030349242785446345,1.0052230976452772,2.195300667876253,2.9490777359008833,3.3230903324347283
47,6.254439185073632,11.37657821920533,0.06912021525880799,0.03125048966976032,1.921172310496715,2.2106955528200554,2.8302623010490224,2.9938304483539957
48,6.2505706410970925,11.326675341778678,0.07742312717403801,0.03070852715631365,1.4560997024627873,2.2197811354444856,2.8330330514407027,3.1962804792733355
49,6.235788574619352,10.985264125686927,0.10151997477522742,0.03117025563192822,1.2845909088001775,2.295863966917559,2.409766435253137,3.379763750216421
50,6.240406669104614,11.225536792291512,0.09182310014121893,0.030909779756392086,1.4332400880963443,2.2716225239018466,2.3318685029085344,3.4906635477667423
51,6.241122530344852,11.252355938332803,0.09386321606442365,0.029778417629039385,1.6816173877829312,2.190955602632251,3.0211735434142843,2.9848421850665963
52,6.242679922278094,11.287202301985884,0.08958815031976201,0.030246476278826193,1.09688149520723,2.1639565884547425,3.141110003071784,3.0955975671574523
53,6.24458005990194,11.083618448691697,0.08534520738187194,0.03198086080582877,2.8292263587708146,2.2397473710074713,2.880218052922256,2.7730410974581114
54,6.255794105404164,11.377932233845817,0.06827442801069046,0.030618476431360068,1.1623553004312384,2.2824052226622378,2.368305479453391,3.3299590125578846
55,6.253846124601404,11.442059582847744,0.0699673740211462,0.030181400949768494,1.667546253400239,2.266030325937111,2.4140711144729012,2.9009737065565453
56,6.250531826534861,11.34794299736915,0.07559697108411459,0.030413251762372067,2.1843377841273637,2.2780472011042763,2.448374324058829,2.8828164187863456
57,6.242049317827569,11.045947208489617,0.09270438410456304,0.03027279348211441,1.476090800414954,2.217173485256425,2.8504343350283676,2.9389627351862946
58,6.240678430877465,11.050024085663708,0.094770005397037,0.029901285690616387,1.2849531349502108,2.230737149400192,2.939312556045545,3.2841814986978295
59,6.247929015695682,11.186603298245814,0.08324419916296544,0.02952834288290011,1.9235574654865721,2.2205068566354944,3.057711193019994,2.9379046036837475
60,6.2365295840154555,11.096478438683732,0.10417528876979887,0.02958518289389385,2.2484605631309234,2.298831521573454,2.3566636166994837,2.649388815357384
61,6.24672326667481,11.30259696010674,0.08091115390459148,0.029389443220424274,0.9801261422607241,2.2524811965751756,2.730842815833367,3.621896176311111
62,6.249939301457036,11.303380317009431,0.07754563776961867,0.029970865438045696,1.7313226618779243,2.241262075786219,2.8150569304031094,3.0334902442980574
63,6.242187125244424,11.099255621069085,0.09341806007189554,0.029889056844255888,1.1570478308906647,2.382998595210912,1.3754799338044386,2.8890157321212024
64,6.24155433318349,11.171360693169975,0.09068035435779792,0.030459775914102132,1.4513477575697096,2.2100084084659137,3.0803270274841745,3.1967601859382824
65,6.2434271264163055,11.232171854442397,0.08837623868540617,0.029516179140350346,1.8258879054568782,2.2181091458517135,2.954267669395173,2.9727007226251576
66,6.23754184134923,11.05865117886561,0.10031178697042464,0.02933165327050403,1.3526480409103165,2.318451516299462,2.0704361583411686,3.194039652681974
67,6.249735584133819,11.316963580661367,0.078882701734291,0.03004878460978816,1.1268318086294795,2.212607915174772,2.8271168173098156,3.3128217639250512
68,6.25401931737046,11.209636649569912,0.07092088532371908,0.029855437299623214,2.080276927211873,2.2308489735757684,2.9030841965435252,2.8341453434812425
69,6.242308890473428,11.211953152173757,0.09053276352346108,0.03076312699693615,1.3603334413589354,2.204054299893694,2.90391421875347,3.2587261924508044
70,6.240114702716055,11.068878877079623,0.09503088339256216,0.030296606916158642,1.413900384654746,2.238246924655264,2.7650389883996516,3.101352572276779
71,6.248439646869384,11.338565812126118,0.07986112702446735,0.030652502104709507,1.4296411637120918,2.1934445084951317,2.9328456029822174,3.0500427769365213
72,6.247522628076803,11.129414397710821,0.08525347871227713,0.02939890540551758,1.2912412985431312,2.229624584613176,3.003584555520865,3.444511319337364
73,6.236082777608553,10.991527706563053,0.10244697498665652,0.03042230362085516,1.8645898065359148,2.234528980029214,2.8409806863717124,3.060392540632376
74,6.2491662832696475,11.350936362640748,0.07794384439443978,0.02945941463146684,2.4945394693093355,2.2245514953518644,2.955786193915638,2.817980711290823
75,6.2491424810854115,11.249213007645137,0.07970347432431821,0.030379591104573677,1.5203958817689678,2.234748091797566,2.805964821940102,2.9024364208242814
76,6.24303619072355,11.17404828281272,0.08948670055849989,0.030621522997348948,1.974240495770304,2.2507813245176855,2.7723701340735243,2.7375041354552265
77,6.236589293456885,11.068569048900686,0.10025464188391783,0.02964318852962383,1.109738268851913,2.230658190582184,2.8578007094788536,3.820033971385452
78,6.258248439122049,11.356138813672121,0.06296433389050514,0.029749203374790607,1.913068013908273,2.2434616922611657,2.803503580080303,2.7869027362357364
79,6.240255941056432,10.843000868739887,0.09672875634514044,0.030798368091217172,1.7786629196582933,2.2216837059192867,3.037779100977602,2.919391986376396
80,6.249559347122246,11.170207152553706,0.07802311774105859,0.030661809107353756,1.6535076298009541,2.2342084437733987,2.8325907652466045,2.8464581484968794
81,6.233619330368988,11.119639297494267,0.10737623289946246,0.029772838346952494,1.8774795217709572,2.267897823457977,2.4535540246120586,3.0544640264643887
82,6.250900594021991,11.285202001021881,0.07429058553096587,0.030987351942140876,2.225899408947608,2.2789501750826777,2.4391026780643728,2.759555185145248
83,6.259162388846737,11.365269223734005,0.06025330596510944,0.030880647079650953,1.700134030238753,2.1860686126396702,3.129976939398892,2.738429444660868
84,6.238398896140226,11.097480541902192,0.09867386834837569,0.030449690567701068,1.9129932612580094,2.34565163193529,1.8710285863892704,2.8753135806096433
85,6.239388074093499,11.183457212805045,0.09611956056589491,0.03074718702288557,2.2812255313177197,2.2162077761125323,2.9306732685889623,2.8139047376237922
86,6.246103297729786,11.240348680132021,0.08400653455306538,0.030680498953051177,2.6336019379027547,2.16930414762134,3.048463086802416,2.5087880738575192
87,6.2343850793158495,11.038741711117192,0.10357273566584768,0.030797969026334204,1.6418284072700062,2.185595578810857,3.1117312470810434,3.279916136205839
88,6.244179489238318,11.229128512573489,0.08649387038393788,0.02900934044145671,1.8756285054091952,2.211578322025013,3.126123623435009,2.8472358096401322
89,6.245257896597954,11.386756168023314,0.08573016958424803,0.029819379525978615,1.3872087706225606,2.2016234401293433,2.9962246259797665,3.110639945117258
90,6.239912089682945,11.10662187630923,0.09595153583219222,0.03060877411937539,1.5334185601659858,2.257663312271302,2.483664145184509,3.0726194605461807
91,6.241105380572133,11.108159670343788,0.09342565320304436,0.029934754706331584,1.2848382973926462,2.3770854882881296,1.5247082216739276,2.6593321105197076
92,6.248308732925891,11.294926230232257,0.07955580282493406,0.030481885010711335,1.2413671989806054,2.3168109210255756,1.884146446929539,3.0472288732209716
93,6.247237862512358,11.188349028239935,0.08368941709236222,0.03072142971211542,1.7685263695906022,2.378120581248707,1.5297852194367128,2.7263312594522437
94,6.237788506779133,11.018799552150444,0.10217014090281662,0.0301060940058697,1.8315072693159864,2.247284251613253,2.569504965763879,3.0065638546791362
95,6.243913507629726,11.029216724400468,0.08800845563949854,0.02980948425793151,1.6291034237096307,2.3213945799231945,2.232076427571248,3.1965080545068503
96,6.246614576687445,11.294689216541633,0.0831269215381539,0.029704842719916302,3.377326865421884,2.2159201580751935,3.0662197028997777,2.6340324058090436
97,6.24255936495614,11.037511775483276,0.09102515101683005,0.03019373240815559,1.304581599047606,2.2437394218491247,2.9763469459484275,3.2796038154042817
98,6.249793793677236,11.294125306346425,0.07496795379337896,0.030466418885540324,1.2960349891306466,2.2647718515321498,2.331850468746306,3.2969706610788996
99,6.2437831236435635,11.133670921496016,0.09049852597167195,0.029869474909415036,4.1964670987925565,2.219845547607457,2.8574349612660432,2.2667440570074437
