,dnu,nmax,epsilon,k,A,w,phi,tau
0,5.6471982900541855,10.277015303249147,0.09111529017994249,0.029691391860328476,1.1166213747820626,2.2079187397933757,2.595866829026553,3.1470442818443334
1,5.645308590182243,10.214571069356996,0.094389592975009,0.028961895228829197,1.1886572506903488,2.1788909814564064,3.037422542722309,3.259840197486622
2,5.636996593082592,10.067408687042477,0.11319134028461587,0.030257407007853444,1.7399511459048693,2.157404115157395,2.631408542674766,3.0058423656737343
3,5.642807984685299,10.248113223901743,0.09804115163171787,0.03030193448883117,1.3832873834422807,2.209273260147823,2.7401779372448267,3.071984576365859
4,5.642623502449609,10.308145420083505,0.10203043185134736,0.030735802795816253,2.0270680103041068,2.168135734529036,3.000870510615761,2.8423233243860895
5,5.655075164206766,10.424999018451405,0.07822269515604295,0.030675110261004616,2.279455813780163,2.238431532004282,2.3935543862266915,2.41332099052314
6,5.634390051537632,10.008956237116477,0.11573255703163604,0.030138110893725714,2.318730728607558,2.1775016623887895,2.9580085199906643,2.5653598830359243
7,5.651963543747792,10.576007596706773,0.08546242815821024,0.02943708157528313,2.4253445148396318,2.1494246729291646,2.820247295401712,2.5314222171361958
8,5.64905327207149,10.448975069177814,0.08956974933051595,0.03040355638080584,1.7876380117719857,2.1391510457605714,3.138070269630445,3.1775267869798745
9,5.642468547514648,10.055128572011943,0.09797143350093751,0.029710635535986973,1.1270405758903261,2.3029419000860507,1.3970979003666786,3.0157754882451564
10,5.64207289746667,10.182276576156127,0.10538348635542265,0.029399093939401724,1.686216494071603,2.1362490590065057,3.0666379124675514,2.9164607795561457
11,5.6406260783137405,10.2725410710338,0.10585493598698441,0.03101155140053734,1.9361403640944366,2.177704401163912,2.98869173954097,2.9503547482443064
12,5.6379914360230385,10.246207240676284,0.10809422783109109,0.029752692141858463,4.506279802600807,2.2796600336129367,2.0454203986540733,2.2225895684254766
13,5.642596055740568,10.176837464203647,0.10081818090104097,0.03129674725141539,1.331269576106028,2.233748764462966,2.5892040108583227,3.4230885820048003
14,5.655425528586422,10.368051967259351,0.07880966233143462,0.029479201254630764,1.3327137311938535,2.4166697995078525,0.6731574083052831,2.881769882314576
15,5.648667505878535,10.321818077748791,0.08842920011145117,0.030220192128894045,3.0606442045904747,2.196940936793085,2.6338848527871104,2.213092680064386
16,5.646792023667578,10.199173187626645,0.09731885182216622,0.0306113963925723,1.3838498613099641,2.1855346161473754,2.899436957881896,3.4159262475159227
17,5.643228537204129,10.403502375319754,0.10022149309466251,0.028839270054389073,2.581916969140622,2.196134931540593,3.011209871717095,2.6857770464828565
18,5.644400061248259,10.31187649731261,0.09736838494500331,0.029415240140379356,1.9128162451638056,2.237008246113915,2.4263183285686916,2.893430464120324
19,5.6463572415802465,10.573196374959133,0.09797474137457313,0.029493028377791834,2.5468812790873185,2.1971631920081096,2.735188699497389,3.0136573789893792
20,5.649986966835126,10.37956920826362,0.08748887049893887,0.031075483307332126,1.6426966634712965,2.1742996831231345,2.792167653395156,3.182143332934255
21,5.6421177776844855,10.136375395715396,0.10199054534771419,0.029227062638955588,2.4638491094306887,2.2086048991373266,2.8525331166938903,2.414835612454144
22,5.642989405580769,10.486101582769031,0.10173850729651852,0.030426986357366237,1.3475507251257686,2.517356613522426,-0.18926441724500087,3.0546391584894224
23,5.634432376914931,10.086721447865097,0.11796751192741074,0.030274358011135705,2.325247448406569,2.1839073867963945,2.6611441731294168,3.1134441625095293
24,5.646085976036354,10.426656445697775,0.09186919802030757,0.03023582438779609,2.1893176852728207,2.2985680919012896,1.9090511328350557,2.745910485930242
25,5.6429100644297785,10.296956228370558,0.10318377598256073,0.03021187604136142,2.9677756673466265,2.2655574161409957,2.0448770011702404,2.5625748598056006
26,5.6486904222735905,10.345672795437734,0.08708085841244746,0.03128916141212901,1.859984872101569,2.264836429513684,2.114505685311028,2.776201116867423
27,5.645230780241488,10.22516295713955,0.1000390465401555,0.030139099350638927,1.54161956865375,2.163587777168494,3.109818065106805,3.272713063716732
28,5.6286942043217785,10.207071654308226,0.12550024805138857,0.030413918634935456,1.2653068157649188,2.2642817076744786,2.0138773959396525,3.0223332461078782
29,5.633895266000601,9.92761260162217,0.1130136763241182,0.031084618321712193,1.5800083175768365,2.3028543435452797,1.8422593119899027,2.971973297494175
30,5.64284615048448,10.303581612241356,0.0996099807204142,0.03142515244647403,1.7305757728054503,2.223238189549764,2.6602260427054034,3.0734320651162483
31,5.633904513635675,10.174775049588767,0.11520013330981074,0.030569076824745897,1.2816460357360917,2.2082327051952615,3.0280051766341884,3.1584606290694803
32,5.632005788847857,10.119321763226765,0.12302978050918291,0.030042580803878373,1.4006309267283117,2.1401695951480746,3.100206781456846,2.9924333832771945
33,5.6416939737511465,10.434298523569957,0.10146496765791908,0.030769199973146987,2.4567312781276143,2.181592764968357,2.786782929869725,2.749848891247761
34,5.64668989745566,10.179059668776295,0.09133427668560382,0.03039065070700805,1.9227219075725042,2.1626039260830345,2.769445094705885,2.150449292431444
35,5.640562256892804,10.185258958212916,0.10461200398915575,0.029597607251177434,1.9171234526521357,2.1992984529909645,2.8019329123043395,2.84015747603159
36,5.65208357850367,10.396273423968493,0.0840390209833706,0.029670196911196284,2.3519782992370883,2.1950694926297007,2.712711596038318,2.801021441836729
37,5.644915530895853,10.06401637024273,0.10095903607315027,0.029942564771473067,1.786587147053973,2.2159329461668356,2.2807995990121643,3.113513929934791
38,5.639952209133582,10.137180077702988,0.10593114827066595,0.02980605523697913,1.3365995600593918,2.202874263316526,2.5899394228244708,3.3386063346556303
39,5.649879814641442,10.432952896808029,0.08688448170515016,0.030501877680691538,1.6341799291761336,2.3034103443081455,1.9005803929098493,2.9020674553752532
40,5.636921165787867,10.091302411075409,0.11130953856287,0.02901611249732745,1.42050360189638,2.189091004517071,3.0366317864616805,2.885064299541821
41,5.633293766975534,10.053534700161801,0.12082326904885901,0.03010817379890132,1.618405217302489,2.1388829953839177,3.056272403237541,2.9740214751197587
42,5.64861561848582,10.368936778977972,0.08838248979370526,0.02987254521632667,2.100511582186131,2.224115528516569,2.4586335795461,3.040861579844774
43,5.641921055008281,10.277656720819946,0.10474172439481,0.03032205743205168,1.8931758575645892,2.208374920102398,2.548218733834327,2.932777476548987
44,5.639751903034656,10.202802764646895,0.10461316693619932,0.029725616841616145,1.2708283463568257,2.1778340299985017,3.1233333414158873,3.1850650103080986
45,5.638162798438806,10.111824424712019,0.10794330376053375,0.029031924134662337,2.440943958843337,2.1603938364417643,3.1377328945383773,2.928615920418231
46,5.639447332264684,10.199067746345598,0.10810964797181115,0.029624550059689427,1.2308159026277965,2.1785879276963738,2.9860681144954304,3.782016663278968
47,5.643590880826064,10.289104448997543,0.1007049181032672,0.03065626850718337,1.7044248074422905,2.1662444333761957,2.9746852558647205,3.1952441559421696
